,year,ranking,gross_Mil,name,avg_tick_price,avg_tick,total_tick,avg_gross,cities,shows,agency,genre
506,2018,106,11.5,The Avett Brothers,52.35,"5,792",,"303,231",,,,Rock
507,2018,107,11.3,Foreigner,47.63,"4,459",,"212,389",,,,Rock
508,2018,108,11.2,Janet Jackson,62.64,"7,153",,"448,030",,,,R&B/Soul
509,2018,109,10.9,Trevor Noah,60.51,"4,891",,"295,940",,,,Unknown
510,2018,110,10.8,Yanni,75.2,"2,487",,"187,037",,,,Pop
511,2018,111,10.6,Lionel Richie,122.17,"3,108",,"379,707",,,,Alternative
512,2018,112,10.6,Barry Manilow,88.52,"4,425",,"391,727",,,,Adult Contemporary
513,2018,113,10.2,Twenty One Pilots,73.75,"12,597",,"929,070",,,,Alternative
514,2018,114,10.2,Alejandro Fernández,79.21,"8,037",,"636,601",,,,Latin
515,2018,115,10.2,“Riverdance”,62.47,"4,789",,"299,152",,,,Unknown
516,2018,116,10.0,André Rieu,68.52,"12,128",,"831,013",,,,Unknown
517,2018,117,10.0,Little Big Town,54.47,"6,092",,"331,838",,,,Country
518,2018,118,9.8,Evanescence / Lindsey Stirling,39.71,"9,182",,"364,661",,,,Unknown
519,2018,119,9.8,Anita Baker,95.06,"5,744",,"546,003",,,,Soul
520,2018,120,9.9,Florence + The Machine,74.46,"8,772",,"653,152",,,,Alternative
521,2018,121,9.7,G-Eazy / Lil Uzi Vert,27.96,"11,291",,"315,660",,,,Unknown
522,2018,122,9.7,Lorde,65.28,"7,803",,"509,357",,,,Alternative
523,2018,123,9.5,Chayanne,105.06,"6,047",,"635,300",,,,World/International
524,2018,124,9.4,Chris Young,46.67,"7,220",,"336,967",,,,Contemporary Country
525,2018,125,9.3,Van Morrison,155.88,"7,475",,"1,165,136",,,,Rock
526,2018,126,9.0,Ricardo Arjona,82.27,"9,149",,"752,633",,,,Pop Latino
527,2018,127,9.0,Avenged Sevenfold,52.23,"8,640",,"451,248",,,,Hard Rock
528,2018,128,9.0,Paul McCartney,152.96,"14,748",,"2,255,797",,,,Rock & Roll
529,2018,129,9.0,John Fogerty / ZZ Top,56.49,"6,364",,"359,553",,,,Unknown
530,2018,130,8.9,Khalid,50.36,"8,016",,"403,676",,,,Unknown
531,2018,131,8.9,Marc Anthony,98.5,"8,195",,"807,212",,,,World/International
532,2018,132,8.7,Christina Aguilera,112.32,"4,098",,"460,226",,,,Pop
533,2018,133,8.7,Alabama,68.72,"5,062",,"347,854",,,,Country
534,2018,134,8.6,Mannheim Steamroller,59.42,"2,425",,"144,071",,,,Pop
535,2018,135,8.6,Xscape,69.47,"10,359",,"719,624",,,,R&B/Soul
536,2018,136,8.5,Childish Gambino,96.66,"12,580",,"1,215,996",,,,Hip-Hop
537,2018,137,8.4,Fall Out Boy,50.07,"7,651",,"383,104",,,,Alternative
538,2018,138,8.4,Alan Jackson,59.04,"8,857",,"522,923",,,,Country
539,2018,139,8.2,Paramore,49.17,"6,447",,"317,010",,,,Alternative
540,2018,140,7.9,Pepe Aguilar,78.61,"6,702",,"526,797",,,,Regional Mexicano
541,2018,141,7.9,MercyMe,37.79,"5,492",,"207,559",,,,Unknown
542,2018,142,7.8,Thirty Seconds To Mars,38.37,"6,593",,"252,982",,,,Unknown
543,2018,143,7.8, Celine Dion ,165.73,"3,928",,"651,003",,,,Unknown
544,2018,144,7.8,Odesza,44.7,"6,218",,"277,940",,,,Unknown
545,2018,145,7.7,Leon Bridges,53.21,"4,848",,"257,986",,,,Unknown
546,2018,146,7.6,Logic,35.84,"10,146",,"363,607",,,,Unknown
547,2018,146,7.6,Logic,35.84,"10,146",,"363,607",,,,Hip-Hop
548,2018,147,7.5, “Winter Jam” / Skillet ,21.37,"7,695",,"164,430",,,,Unknown
549,2018,148,7.5,Counting Crows,38.06,"5,607",,"213,371",,,,Rock
550,2018,149,7.4,Steve Miller Band / Peter Frampton,61.06,"5,545",,"338,560",,,,Unknown
551,2018,150,7.4,Slayer,45.61,"6,797",,"310,014",,,,Metal
552,2018,151,7.4,The Beach Boys,60.36,"2,176",,"131,348",,,,Rock
553,2018,152,7.5,Weezer / Pixies,30.88,"11,900",,"367,502",,,,Unknown
554,2018,153,7.3,“Dancing With The Stars”,65.03,"3,229",,"209,995",,,,Unknown
555,2018,154,7.3,Tedeschi Trucks Band,55.86,"4,699",,"262,473",,,,Unknown
556,2018,155,7.3,“Game Of Thrones Live ”,59.38,"6,508",,"386,439",,,,Unknown
557,2018,156,7.3,Alice Cooper,59.65,"2,104",,"125,490",,,,Rock
558,2018,157,7.2,Rob Zombie / Marilyn Manson,31.25,"11,010",,"344,097",,,,Unknown
559,2018,158,7.2,Vance Joy,39.65,"4,113",,"163,090",,,,Alternative
560,2018,159,7.1,Ron White,53.29,"2,027",,"107,997",,,,Unknown
561,2018,160,7.0,The National,54.04,"5,183",,"280,092",,,,Rock
562,2018,161,7.0,Above & Beyond,58.06,"5,009",,"290,808",,,,Dance
563,2018,162,7.0,Marco Antonio Solis,68.91,"10,111",,"696,736",,,,Unknown
564,2018,163,7.0,Jason Mraz,57.84,"3,170",,"183,334",,,,College Rock
565,2018,164,7.0,Daryl Hall & John Oates / Train,70.53,"8,219",,"579,666",,,,Unknown
566,2018,165,6.9,Charlie Puth,36.18,"6,584",,"238,182",,,,Pop
567,2018,166,6.8,Queen + Adam Lambert,160.2,"10,542",,"1,688,749",,,,Unknown
568,2018,167,6.7,Eric Clapton,221.06,"30,496",,"6,741,558",,,,Blues-Rock
569,2018,168,6.6,Jack White,55.27,"3,208",,"177,279",,,,Rock
570,2018,169,6.5,Widespread Panic,62.0,"15,024",,"931,545",,,,Rock
571,2018,170,6.5,Santana,76.38,"5,298",,"404,664",,,,Rock
572,2018,171,6.3,Guns N’ Roses,138.59,"15,253",,"2,113,942",,,,Unknown
573,2018,172,6.3,Brantley Gilbert,43.52,"5,384",,"234,269",,,,Contemporary Country
574,2018,173,6.3,John Groban,93.43,"7,440",,"695,108",,,,Unknown
575,2018,174,6.1,J Balvin,65.66,"8,468",,"555,998",,,,Unknown
576,2018,175,6.1,Wiz Khalifa / Rae Sremmurd,22.53,"11,300",,"254,628",,,,Unknown
577,2018,176,6.1,Nick Cannon Pres. “Wild ‘N Out Live”,51.66,"10,666",,"550,983",,,,Unknown
578,2018,177,6.0,ZZ Top,71.01,"7,687",,"545,867",,,,Rock
579,2018,178,5.9,Rain - A Tribute To The Beatles,54.38,"2,017",,"109,695",,,,Unknown
580,2018,179,5.9,A.R. Rahman,54.38,"2,017",,"109,695",,,,World/Reggae
581,2018,180,5.9,Slightly Stoopid,35.89,"4,432",,"159,038",,,,Unknown
582,2018,181,5.8,“Hits Deep Tour” / TobyMac,27.62,"7,561",,"208,836",,,,Unknown
583,2018,182,5.7,Queens Of The Stone Age,49.61,"4,628",,"229,589",,,,Unknown
584,2018,183,5.7,Chris Rock,97.9,"8,319",,"814,463",,,,Unknown
585,2018,184,5.7,“90’s Block Party” / Guy,78.03,"5,183",,"404,476",,,,Unknown
586,2018,185,5.7,Los Enanitos Verdes / Hombres G,45.35,"8,319",,"377,308",,,,Unknown
587,2018,186,5.6,Donny & Marie Osmond,88.47,560,,"49,519",,,,Unknown
588,2018,187,5.6,Gwen Stefani,137.06,"10,129",,"1,388,187",,,,Pop
589,2018,188,5.5,Portugal. The Man,42.83,"2,875",,"123,110",,,,Unknown
590,2018,189,5.5,Kygo,55.92,"9,808",,"548,448",,,,Electronic/Dance
591,2018,190,5.4,Deep Purple / Judas Priest,47.74,"5,125",,"244,713",,,,Unknown
592,2018,191,5.3,311,35.71,"5,720",,"204,291",,,,Rock
593,2018,192,5.2,Frankie Valli And The Four Seasons,74.68,"3,172",,"236,879",,,,Unknown
594,2018,193,5.1,John Prine,80.21,"2,360",,"189,332",,,,Pop
595,2018,194,5.0,Dave Chappelle,107.73,"7,766",,"836,603",,,,Unknown
596,2018,195,5.0,Pitbull,83.54,"6,001",,"501,293",,,,Pop/Rock
597,2018,196,5.0,Stone Temple Pilots / The Cult / Bush,37.54,"4,902",,"184,020",,,,Unknown
598,2018,197,4.9,Bryan Adams,64.91,"7,610",,"493,946",,,,Unknown
599,2018,198,4.9,Joe Bonamassa,119.97,"2,571",,"308,437",,,,Blues-Rock
600,2018,199,4.9,A Perfect Circle,63.83,"4,048",,"258,375",,,,Unknown
601,2018,200,4.9,Jason Isbell,48.24,"2,651",,"127,895",,,,Americana
602,2017,1,176.1,U2,116.59,"58,108","1,510,804","6,774,900",26.0,30.0,Live Nation Global Touring,Rock
603,2017,2,112.4,Bruno Mars,116.82,"19,243","962,164","2,248,000",50.0,67.0,WME,Pop/Rock
604,2017,3,110.3,Metallica,96.86,"47,448","1,138,756","4,595,833",24.0,26.0,Artist Group International,Metal
605,2017,4,101.4,Garth Brooks,70.81,"53,034","1,431,921","3,755,556",27.0,93.0,WME,Unknown
606,2017,5,98.0,Guns N’ Roses,117.14,"22,015","836,555","2,578,724",38.0,42.0,United Talent Agency,Unknown
607,2017,6,92.1,Roger Waters,121.79,"16,439","756,189","2,002,093",46.0,63.0,Sensible Events,Unknown
608,2017,7,85.7,Lady Gaga,116.24,"21,062","737,155","2,448,104",35.0,41.0,Creative Artists Agency,Pop
609,2017,8,83.7,Coldplay,110.96,"41,889","754,004","4,648,195",18.0,21.0,Paradigm Talent Agency,Rock
610,2017,9,82.3,Billy Joel,114.88,"39,800","716,399","4,572,222",18.0,28.0,Artist Group International,Rock
611,2017,10,79.3,Tim McGraw / Faith Hill,85.11,"13,314","931,959","1,133,135",70.0,79.0,Creative Artists Agency,Unknown
612,2017,11,68.2,Ed Sheeran,84.94,"16,386","802,919","1,391,837",49.0,60.0,Paradigm Talent Agency,Singer/Songwriter
613,2017,12,67.5,Red Hot Chili Peppers,83.48,"15,256","808,576","1,273,585",53.0,61.0,WME,Rock
614,2017,13,64.7,Tom Petty & The Heartbreakers,93.29,"18,242","693,192","1,701,815",38.0,46.0,WME,Rock
615,2017,14,61.8,Cirque du Soleil - “Kurios”,80.66,"15,324","766,179","1,236,000",50.0,411.0,Cirque du Soleil,Unknown
616,2017,15,61.5,Trans-Siberian Orchestra,61.18,"16,212","1,005,130","991,787",62.0,102.0,WME,Rock
617,2017,16,60.1,Cirque du Soleil - “Lúzia”,84.89,"14,448","707,975","1,226,531",49.0,403.0,Cirque du Soleil,Unknown
618,2017,17,59.7,The Weeknd,88.35,"13,514","675,721","1,194,000",50.0,53.0,WME,R&B/Soul
619,2017,18,58.1,Eric Church,61.67,"14,274","942,111","880,303",66.0,71.0,WME,Country
620,2017,19,56.2,Florida Georgia Line,54.82,"14,043","1,025,173","769,863",73.0,76.0,WME,Contemporary Country
621,2017,20,56.0,Luke Bryan,54.54,"16,298","1,026,769","888,889",63.0,71.0,WME,Contemporary Country
622,2017,21,55.8,Paul McCartney,148.21,"23,534","376,538","3,487,844",16.0,22.0,MPL Communications / Marshall Arts,Rock & Roll
623,2017,22,51.8,Dead & Company,84.46,"23,578","613,025","1,991,381",26.0,33.0,WME,Unknown
624,2017,23,43.7,Neil Diamond,96.37,"12,254","453,390","1,180,949",37.0,39.0,WME,Pop
625,2017,24,42.8,Enrique Iglesias / Pitbull,90.48,"11,826","473,032","1,070,000",40.0,41.0,Creative Artists Agency / WME,Unknown
626,2017,25,41.4,Kendrick Lamar,91.53,"13,709","452,387","1,254,776",33.0,36.0,WME,Alternative Rap
627,2017,26,39.3,Jay-Z,102.53,"13,689","383,302","1,403,571",28.0,32.0,Live Nation,Unknown
628,2017,27,38.9,Britney Spears,163.2,"11,340","238,144","1,850,738",21.0,60.0,Creative Artists Agency,Pop
629,2017,28,38.8,John Mayer,65.13,"12,171","596,363","792,632",49.0,50.0,Creative Artists Agency,Rock
630,2017,29,38.3,Chris Stapleton,46.57,"13,054","822,417","607,937",63.0,68.0,WME,Country
631,2017,30,37.9,Bon Jovi,84.86,"16,535","446,452","1,403,165",27.0,29.0,Creative Artists Agency,Rock & Roll
632,2017,31,36.0,Celine Dion,168.29,"17,826","213,916","3,000,000",12.0,65.0,CDA Productions,Unknown
633,2017,32,35.9,Cirque du Soleil - “Volta”,74.66,"16,042","481,274","1,197,760",30.0,246.0,Cirque du Soleil,Unknown
634,2017,33,34.9,Zac Brown Band,46.83,"17,744","745,248","830,952",42.0,53.0,Creative Artists Agency,Country
635,2017,34,34.3,Depeche Mode,87.9,"15,614","390,355","1,372,431",25.0,29.0,WME,Alternative
636,2017,35,33.4,New Kids On The Block,67.76,"10,492","493,124","710,987",47.0,48.0,Creative Artists Agency,Unknown
637,2017,36,33.4,Janet Jackson,73.14,"8,154","456,633","596,429",56.0,56.0,WME,R&B/Soul
638,2017,37,32.5,Ariana Grande,74.14,"11,536","438,359","855,263",38.0,41.0,Creative Artists Agency,Pop
639,2017,38,31.7,Green Day,50.32,"12,599","629,968","634,000",50.0,50.0,Creative Artists Agency,Punk
640,2017,39,30.4,The Chainsmokers,64.21,"7,636","473,446","490,323",62.0,70.0,Creative Artists Agency,House
641,2017,40,30.4,Cirque du Soleil - “Ovo”,64.21,"15,269","473,336","980,405",31.0,214.0,Cirque du Soleil,Unknown
642,2017,41,29.4,Journey,77.66,"7,734","378,990","600,698",49.0,58.0,Creative Artists Agency,Rock
643,2017,42,29.0,Queen + Adam Lambert,97.37,"11,913","297,833","1,160,000",25.0,26.0,Creative Artists Agency,Unknown
644,2017,43,28.6,Def Leppard,70.88,"11,533","403,650","817,404",35.0,35.0,Artist Group International,British Invasion
645,2017,44,28.6,Jerry Seinfeld,100.74,"5,357","283,899","539,623",53.0,92.0,ICM Partners,Unknown
646,2017,45,28.4,Phish,65.3,"72,486","434,915","4,733,333",6.0,25.0,Paradigm Talent Agency,Unknown
647,2017,46,28.3,Dierks Bentley,39.37,"12,611","718,821","496,491",57.0,58.0,WME,Country
648,2017,47,28.0,Jimmy Buffett,74.71,"14,415","374,782","1,076,923",26.0,26.0,The Howard Rose Agency,Classic Rock
649,2017,48,27.5,Marc Anthony,100.48,"11,390","273,362","1,144,513",24.0,27.0,Cardenas Marketing Network,World/International
650,2017,49,27.1,Chris Rock,85.75,"6,450","316,034","553,061",49.0,97.0,ICM Partners,Unknown
651,2017,50,26.0,Katy Perry,105.52,"6,010","246,398","634,146",41.0,41.0,Creative Artists Agency,Pop
652,2017,51,25.8,Springsteen On Broadway,496.16,946,"52,020","469,281",1.0,55.0,Thrill Hill Productions / CAA,Unknown
653,2017,52,25.5,Jason Aldean,49.9,"12,776","511,022","637,500",40.0,41.0,WME,Country
654,2017,53,25.4,J. Cole,76.58,"8,966","331,760","686,614",37.0,40.0,ICM Partners,Hip-Hop/Rap
655,2017,54,25.0,Jennifer Lopez,194.73,"11,655","128,202","2,269,557",11.0,32.0,Creative Artists Agency,Pop
656,2017,55,24.8,Imagine Dragons,59.57,"13,015","416,476","775,240",32.0,32.0,Paradigm Talent Agency,Alternative
657,2017,56,24.1,Cher,153.56,"11,231","157,238","1,724,654",14.0,46.0,Marshall Arts,Pop
658,2017,57,24.1,Hall & Oates / Tears For Fears,75.04,"10,705","321,162","803,333",30.0,31.0,Artist Group Int’l / Creative Artists Agency,Unknown
659,2017,58,23.3,Kings Of Leon,45.46,"9,152","512,538","416,071",56.0,60.0,WME,Unknown
660,2017,59,23.1,Gloria Trevi / Alejandra Guzman,63.73,"10,342","361,960","659,041",35.0,42.0,The Sixth House / Universal Aguirre,Unknown
661,2017,60,23.0,James Taylor,82.24,"15,552","279,935","1,278,924",18.0,19.0,ICM Partners,Rock
662,2017,61,23.0,Future,34.99,"14,593","656,707","510,689",45.0,46.0,ICM Partners,Hip-Hop/Rap
663,2017,62,22.2,Sam Hunt,38.62,"16,898","574,546","652,591",34.0,37.0,Creative Artists Agency,Unknown
664,2017,63,21.8,Lionel Richie,80.78,"8,996","269,868","726,667",30.0,37.0,Creative Artists Agency,Alternative
665,2017,64,21.4,Iron Maiden,64.94,"13,185","329,613","856,262",25.0,26.0,Creative Artists Agency,Metal
666,2017,65,21.0,Eric Clapton,217.24,"32,249","96,747","7,005,760",3.0,8.0,Creative Artists Agency,Blues-Rock
667,2017,66,20.7,Stevie Nicks,88.46,"9,339","233,464","826,108",25.0,26.0,Creative Artists Agency,Rock
668,2017,67,20.1,George Strait,127.22,"31,725","158,627","4,036,136",3.0,10.0,The Erv Woolsey Agency,Country
669,2017,68,20.1,matchbox twenty / Counting Crows,42.12,"9,174","477,034","386,397",52.0,52.0,Creative Artists Agency / Int’l Talent Booking,Unknown
670,2017,69,20.0,Chance The Rapper,48.07,"13,421","416,059","645,161",31.0,35.0,CLG - Cara Lewis Group,Unknown
671,2017,70,19.9,Foo Fighters,90.83,"9,129","219,090","829,167",24.0,24.0,WME,Rock
672,2017,71,19.8,“The Illusionists”,61.74,"4,581","320,699","282,857",70.0,193.0,WME,Unknown
673,2017,72,19.5,Shawn Mendes,52.16,"13,379","374,614","697,862",28.0,29.0,Paradigm Talent Agency,Rock
674,2017,73,19.4,Backstreet Boys,129.57,"12,481","149,766","1,617,152",12.0,33.0,WME,Pop
675,2017,74,19.1,Twenty One Pilots,47.79,"10,821","400,384","517,113",37.0,38.0,Creative Artists Agency,Alternative
676,2017,75,19.0,Tool,77.19,"13,675","246,145","1,055,556",18.0,18.0,WME,Rock
677,2017,76,18.8,Nickelback,40.35,"8,320","465,923","335,714",56.0,65.0,United Talent Agency,Rock
678,2017,77,18.8,Cirque du Soleil - “Toruk - The First Flight”,62.42,"27,367","301,038","1,708,339",11.0,69.0,Cirque du Soleil,Unknown
679,2017,78,18.7,Panic! At The Disco,47.31,"9,643","395,343","456,154",41.0,42.0,Creative Artists Agency,Unknown
680,2017,79,18.7,Rod Stewart,76.12,"11,167","245,664","850,000",22.0,36.0,Artist Group International,Rock
681,2017,80,18.6,Charlie Wilson,67.25,"6,286","276,579","422,727",44.0,45.0,ICM Partners,R&B
682,2017,81,18.2,Jeff Dunham,48.29,"5,462","376,889","263,768",69.0,87.0,United Talent Agency,Unknown
683,2017,82,18.0,Willie Nelson,59.87,"3,956","300,651","236,842",76.0,97.0,Creative Artists Agency,Country
684,2017,83,17.9,Elton John,108.08,"7,528","165,618","813,636",22.0,43.0,The Howard Rose Agency,Pop/Rock
685,2017,84,17.9,Jack Johnson,51.06,"14,607","350,567","745,833",24.0,30.0,Partisan Arts,Alternative Folk
686,2017,85,17.8,Brad Paisley,34.04,"11,620","522,914","395,556",45.0,45.0,WME,Country
687,2017,86,17.5,Dave Chappelle,100.6,"7,907","173,956","795,455",22.0,35.0,Gersh,Unknown
688,2017,87,17.4,Chris Brown,67.52,"8,067","258,130","544,640",32.0,32.0,CBE Entertainment,Pop
689,2017,88,17.4,Marco Antonio Solis,102.32,"8,503","170,054","870,000",20.0,22.0,Abel Solis Sosa,Unknown
690,2017,89,17.3,Santana,74.38,"6,630","232,035","493,088",35.0,63.0,Creative Artists Agency,Rock
691,2017,90,16.5,Foreigner,39.67,"5,402","415,931","214,286",77.0,79.0,Paradigm Talent Agency,Rock
692,2017,91,16.2,Steve Martin / Martin Short,105.82,"4,023","152,883","425,722",38.0,43.0,WME,Unknown
693,2017,92,15.8,Andrea Bocelli,175.57,"14,989","89,93","2,631,164",6.0,7.0,Klassics Music Management Ltd.,World/International
694,2017,93,15.6,Kid Rock,68.56,"15,169","227,537","1,040,000",15.0,22.0,Creative Artists Agency,Rock
695,2017,94,15.2,The Lumineers,45.93,"10,675","330,938","490,323",31.0,34.0,Paradigm Talent Agency,Folk-Rock
696,2017,95,15.1,“Riverdance”,56.37,"4,617","267,785","260,241",58.0,166.0,Abhann Productions Ltd.,Unknown
697,2017,96,14.9,Sting,83.39,"5,105","178,678","425,714",35.0,41.0,Creative Artists Agency,Rock
698,2017,97,14.8,Timbiriche,71.75,"17,236","206,831","1,236,603",12.0,26.0,Grupo Televisa,Unknown
699,2017,98,14.7,Kenny Chesney,98.1,"37,453","149,811","3,674,272",4.0,6.0,Dale Morris & Associates,Country
700,2017,99,14.4,Justin Bieber,67.69,"71,099","213,296","4,812,751",3.0,5.0,Creative Artists Agency,Pop
701,2017,100,14.1,Bob Seger & The Silver Bullet Band,89.82,"12,077","156,999","1,084,704",13.0,13.0,ICM Partners,Unknown
702,2017,101,14.0,“Harry Potter In Concert”,57.78,"3,106",,"179,487",,,,Unknown
703,2017,102,13.9,Arcade Fire,58.29,"7,452",,"434,375",,,,Alternative
704,2017,103,13.9,Gabriel Iglesias,58.15,"3,984",,"231,667",,,,Unknown
705,2017,104,13.8,Joe Bonamassa,115.75,"1,753",,"202,941",,,,Blues-Rock
706,2017,105,13.7,Chicago / Doobie Brothers,46.56,"10,163",,"473,186",,,,Unknown
707,2017,106,13.6,Ricardo Arjona,79.19,"7,806",,"618,182",,,,Pop Latino
708,2017,107,13.5,OneRepublic,40.18,"8,028",,"322,601",,,,Pop/Rock
709,2017,108,13.4,Brantley Gilbert,31.83,"8,980",,"285,834",,,,Contemporary Country
710,2017,109,13.4,“Dancing With The Stars”,63.1,"2,758",,"174,026",,,,Unknown
711,2017,110,13.3,“Game Of Thrones Live Concert Experience”,86.38,"5,703",,"492,593",,,,Unknown
712,2017,111,12.9,Dave Matthews And Tim Reynolds,60.8,"14,145",,"860,000",,,,Unknown
713,2017,112,12.8,A Perfect Circle,57.48,"5,179",,"297,674",,,,Unknown
714,2017,113,12.7,Fall Out Boy,60.34,"8,419",,"508,000",,,,Alternative
715,2017,114,12.4,Train,32.68,"7,744",,"253,061",,,,Pop/Rock
716,2017,115,12.1,Casting Crowns,32.37,"4,856",,"157,215",,,,Christian & Gospel
717,2017,116,12.0,The Avett Brothers,53.1,"4,109",,"218,182",,,,Rock
718,2017,117,11.8,Ozuna,63.13,"8,120",,"512,677",,,,Unknown
719,2017,118,11.3,Maroon 5,82.23,"15,221",,"1,251,567",,,,Pop/Rock
720,2017,119,11.2,ZZ Top,64.91,"2,746",,"178,255",,,,Rock
721,2017,120,11.0,Xscape,68.49,"8,453",,"578,947",,,,R&B/Soul
722,2017,121,10.7,The xx,44.79,"4,875",,"218,367",,,,Unknown
723,2017,122,10.4,Odesza,50.31,"6,668",,"335,484",,,,Unknown
724,2017,123,10.3,Jim Gaffigan,55.59,"6,389",,"355,172",,,,Unknown
725,2017,124,10.3,John Legend,75.6,"4,866",,"367,857",,,,R&B/Soul
726,2017,125,10.2,Tedeschi Trucks Band,55.21,"3,770",,"208,163",,,,Unknown
727,2017,126,10.1,Boston,49.67,"3,703",,"183,910",,,,Rock
728,2017,127,10.0,Steve Miller Band,56.8,"4,192",,"238,095",,,,Rock
729,2017,128,10.0,“Paw Patrol Live!”,45.87,"9,875",,"452,974",,,,Unknown
730,2017,129,9.9,Eagles,148.65,"16,571",,"2,463,398",,,,Rock
731,2017,130,9.9,Sebastian Maniscalco,69.11,"5,715",,"394,980",,,,Unknown
732,2017,131,9.5,Chicago,51.68,"3,064",,"158,333",,,,Pop/Rock
733,2017,132,9.4,The Who,141.41,"9,496",,"1,342,857",,,,Alternative
734,2017,133,9.4,Blake Shelton,62.11,"11,641",,"723,046",,,,Country
735,2017,134,9.3,Incubus,31.75,"8,615",,"273,529",,,,Unknown
736,2017,135,9.2,Halsey,47.85,"7,126",,"340,983",,,,Alternative
737,2017,136,9.2,Miguel Bosé,67.55,"5,448",,"368,000",,,,Unknown
738,2017,137,9.2,Mannheim Steamroller,59.79,"2,474",,"147,911",,,,Pop
739,2017,138,9.0,Julianne Hough / Derek Hough,68.89,"2,722",,"187,500",,,,Unknown
740,2017,139,8.9,Miranda Lambert,53.47,"5,369",,"287,097",,,,Country
741,2017,140,8.9,Muse,48.22,"11,501",,"554,646",,,,Rock
742,2017,141,8.8,“I Love The 90s Tour” / Salt-N-Pepa/Vanilla Ice,49.63,"4,327",,"214,753",,,,Unknown
743,2017,142,8.6,LCD Soundsystem,57.76,"7,836",,"452,632",,,,Unknown
744,2017,143,8.6,   Lyle Lovett ,66.15,"1,397",,"92,411",,,,Unknown
745,2017,144,8.5,Banda MS,64.2,"9,457",,"607,143",,,,Unknown
746,2017,145,8.5,“Vans Warped Tour”,33.6,"6,486",,"217,949",,,,Unknown
747,2017,146,8.5,Brian Wilson,80.72,"1,755",,"141,667",,,,Rock
748,2017,147,8.4,   Ron White ,55.57,"1,989",,"110,526",,,,Unknown
749,2017,148,8.4,Radiohead,86.08,"12,178",,"1,048,271",,,,Rock
750,2017,149,8.3,Ricky Martin,92.28,"11,251",,"1,038,235",,,,World/International
751,2017,150,8.2,Mary J. Blige,74.49,"3,551",,"264,516",,,,R&B/Soul
752,2017,151,8.1,Donny & Marie Osmond,92.68,577,,"53,494",,,,Unknown
753,2017,152,8.1,Third Eye Blind,47.56,"2,365",,"112,500",,,,Alternative
754,2017,153,7.9,Alton Brown,60.62,"1,945",,"117,910",,,,Unknown
755,2017,154,7.9,G Dragon,132.57,"7,420",,"983,678",,,,Unknown
756,2017,155,7.7,REO Speedwagon / Styx,35.29,"7,038",,"248,387",,,,Unknown
757,2017,156,7.7,Barry Manilow,111.94,"3,620",,"405,263",,,,Adult Contemporary
758,2017,157,7.6,Hans Zimmer,75.76,"4,557",,"345,227",,,,Unknown
759,2017,158,7.5,Gorillaz,63.12,"9,165",,"578,528",,,,Hip-Hop/Rap
760,2017,159,7.5,The Tenderloins,70.35,"3,554",,"250,000",,,,Unknown
761,2017,160,7.5,“Winter Jam” / Crowder,15.63,"10,632",,"166,225",,,,Unknown
762,2017,161,7.4,Katt Williams,67.91,"3,515",,"238,710",,,,Unknown
763,2017,162,7.4,Trevor Noah,57.05,"3,326",,"189,744",,,,Unknown
764,2017,163,7.3,Maluma,51.5,"6,762",,"348,241",,,,Rock
765,2017,164,7.3,Pepe Aguilar,89.02,"2,103",,"187,179",,,,Regional Mexicano
766,2017,165,7.3,“Peppa Pig Live”,39.44,"1,813",,"71,505",,,,Unknown
767,2017,166,7.2,André Rieu,67.97,"7,553",,"513,389",,,,Unknown
768,2017,167,7.1,John Mellencamp,67.23,"3,407",,"229,032",,,,Rock & Roll
769,2017,168,7.0,Dan TDM,58.34,"3,243",,"189,189",,,,Unknown
770,2017,169,6.9,“90’s Pop Tour” / OV7,33.72,"13,693",,"461,692",,,,Unknown
771,2017,170,6.9,The Beach Boys,60.77,"1,248",,"75,824",,,,Rock
772,2017,171,6.8,Bill O’Reilly / Dennis Miller,117.58,"6,468",,"760,556",,,,Unknown
773,2017,172,6.8,Barbra Streisand,262.61,"12,950",,"3,400,711",,,,Pop
774,2017,173,6.8,Tony Bennett,91.11,"1,623",,"147,826",,,,Standards
775,2017,174,6.8,Logic,43.01,"5,100",,"219,355",,,,Unknown
776,2017,174,6.8,Logic,43.01,"5,100",,"219,355",,,,Hip-Hop
777,2017,175,6.7,Don Henley,112.49,"3,744",,"421,122",,,,Rock
778,2017,176,6.5,Paul Simon,75.1,"5,091",,"382,353",,,,Unknown
779,2017,177,6.5,Goo Goo Dolls,36.72,"3,848",,"141,304",,,,Unknown
780,2017,178,6.4,Billy Crystal,102.26,"2,407",,"246,154",,,,Unknown
781,2017,179,6.3,Nicky Jam,66.62,"4,503",,"300,000",,,,Latin
782,2017,180,6.2,Lindsey Buckingham / Christine McVie,72.95,"1,990",,"145,136",,,,Unknown
783,2017,181,6.2,Scorpions,70.26,"7,354",,"516,667",,,,Rock
784,2017,182,6.0,Hank Williams Jr.,35.03,"6,851",,"240,000",,,,Unknown
785,2017,183,6.0,Primus,40.45,"3,027",,"122,449",,,,Unknown
786,2017,184,5.9,"Earth, Wind & Fire / Chic Feat. Nile Rodgers",55.76,"4,838",,"269,782",,,,Unknown
787,2017,185,5.9,Scott Bradlee’s Postmodern Jukebox,41.06,"1,272",,"52,212",,,,Unknown
